Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
S069_SZ20191229070PTS_sort_dedup_realigned_recal	S069_SZ20191229070PTS_sort_dedup_realigned_recal.bam	113646100.0	113601119.0	7137856865.0	7137085935.0	49648.6203	188.0	57.3104	0.0037	118.0651	99.96042011120487
S070_BJ20190416026PTS_sort_dedup_realigned_recal	S070_BJ20190416026PTS_sort_dedup_realigned_recal.bam	256649042.0	256569455.0	18642215999.0	18640440068.0	11236.3453	148.0	57.2506	0.0058	308.3552	99.96898994853836
S070_SZ20191229071PTS_sort_dedup_realigned_recal	S070_SZ20191229071PTS_sort_dedup_realigned_recal.bam	126565890.0	126513538.0	7981854566.0	7980967811.0	26849.4801	173.0	57.2847	0.0038	132.0254	99.9586365647174
S071_BJ20190416028PTS_sort_dedup_realigned_recal	S071_BJ20190416028PTS_sort_dedup_realigned_recal.bam	260368956.0	260289651.0	18857524446.0	18855804821.0	13265.6528	146.0	57.1689	0.0058	311.9165	99.9695412996932
S071_BJ20190426004DNA_sort_dedup_realigned_recal	S071_BJ20190426004DNA_sort_dedup_realigned_recal.bam	98018982.0	97997380.0	7546542739.0	7545920791.0	34613.9317	188.0	57.3319	0.0032	124.825	99.97796141159678
S071_SZ20191229080PES_sort_dedup_realigned_recal	S071_SZ20191229080PES_sort_dedup_realigned_recal.bam	105491712.0	105408927.0	6582905440.0	6582177259.0	13093.582	194.0	57.3278	0.0038	108.8858	99.92152464072248
S072_BJ20190416029PES_sort_dedup_realigned_recal	S072_BJ20190416029PES_sort_dedup_realigned_recal.bam	235895002.0	235815986.0	16231564192.0	16229316775.0	65594.6047	137.0	57.1276	0.005	268.4813	99.96650374135523
S073_BJ20190416068PTS_sort_dedup_realigned_recal	S073_BJ20190416068PTS_sort_dedup_realigned_recal.bam	239062044.0	238980591.0	17069813853.0	17068099651.0	7576.0095	132.0	57.128	0.0049	282.3465	99.96592809187224
S074_BJ20190416015PES_sort_dedup_realigned_recal	S074_BJ20190416015PES_sort_dedup_realigned_recal.bam	175679436.0	175568009.0	8032854827.0	8031993022.0	337539.7154	101.0	56.5262	0.0045	132.869	99.9365736807124
S075_BJ20190416112PTS_sort_dedup_realigned_recal	S075_BJ20190416112PTS_sort_dedup_realigned_recal.bam	285332950.0	285236020.0	21119863189.0	21117822342.0	13412.802	153.0	57.1793	0.0058	349.3372	99.96602915996908
S076_BJ20190416105PES_sort_dedup_realigned_recal	S076_BJ20190416105PES_sort_dedup_realigned_recal.bam	373797038.0	373641816.0	29268264505.0	29265304269.0	24193.8337	170.0	57.2517	0.0064	484.1173	99.95847425628878
S077_BJ20190416126PTS_sort_dedup_realigned_recal	S077_BJ20190416126PTS_sort_dedup_realigned_recal.bam	294442520.0	294288394.0	19065930627.0	19064124632.0	13160.4678	147.0	57.2153	0.0048	315.3637	99.94765497863555
S080_BJ20190416129PES_sort_dedup_realigned_recal	S080_BJ20190416129PES_sort_dedup_realigned_recal.bam	163752680.0	163631838.0	12164576689.0	12163175041.0	14334.4133	173.0	57.2285	0.0077	201.2105	99.92620456654511
S081_BJ20190416130PTS_sort_dedup_realigned_recal	S081_BJ20190416130PTS_sort_dedup_realigned_recal.bam	144186092.0	144072524.0	10238963914.0	10237912151.0	11257.5699	152.0	57.1875	0.0074	169.3595	99.92123512162324
S081_SZ20200107025PES_sort_dedup_realigned_recal	S081_SZ20200107025PES_sort_dedup_realigned_recal.bam	103652636.0	103568239.0	6974595717.0	6973827029.0	94450.2016	150.0	57.1579	0.0034	115.3646	99.9185770827864
S082_SZ20200107026PES_sort_dedup_realigned_recal	S082_SZ20200107026PES_sort_dedup_realigned_recal.bam	141151372.0	141088678.0	9704080620.0	9703076958.0	77013.2194	161.0	57.2719	0.0033	160.5122	99.95558385362348
S083_SZ20200107027PES_sort_dedup_realigned_recal	S083_SZ20200107027PES_sort_dedup_realigned_recal.bam	96465088.0	96422333.0	6543286992.0	6542588125.0	60190.6144	150.0	57.2105	0.0034	108.2305	99.95567826569545
S084_SZ20200107028PES_sort_dedup_realigned_recal	S084_SZ20200107028PES_sort_dedup_realigned_recal.bam	93533634.0	93454939.0	6442870271.0	6442153366.0	21921.1183	149.0	57.2133	0.0038	106.5695	99.91586448998656
S085_BJ20190416135PES_sort_dedup_realigned_recal	S085_BJ20190416135PES_sort_dedup_realigned_recal.bam	146871658.0	146771799.0	10570520217.0	10569434065.0	11138.8347	149.0	57.1841	0.0071	174.8437	99.93200934655479
S085_SZ20200107030PES_sort_dedup_realigned_recal	S085_SZ20200107030PES_sort_dedup_realigned_recal.bam	90249264.0	90200481.0	6063756697.0	6063126316.0	20238.6041	146.0	57.2841	0.0037	100.2987	99.94594637359036
S086_BJ20190416136PTS_sort_dedup_realigned_recal	S086_BJ20190416136PTS_sort_dedup_realigned_recal.bam	151273880.0	151147569.0	10667449981.0	10666381800.0	14169.9701	152.0	57.1976	0.0074	176.447	99.91650177809943
S086_SZ20200107031PES_sort_dedup_realigned_recal	S086_SZ20200107031PES_sort_dedup_realigned_recal.bam	91404468.0	91350519.0	5944921120.0	5944316409.0	20445.2383	135.0	57.2468	0.0036	98.3331	99.94097772113284
S087_BJ20190416141PES_sort_dedup_realigned_recal	S087_BJ20190416141PES_sort_dedup_realigned_recal.bam	149711014.0	149561327.0	11166330323.0	11165207547.0	31684.2554	168.0	57.208	0.0077	184.6988	99.90001604023603
S087_SZ20191229038PTS_sort_dedup_realigned_recal	S087_SZ20191229038PTS_sort_dedup_realigned_recal.bam	89665212.0	89618937.0	6226851460.0	6226217450.0	12298.4517	151.0	57.2508	0.0038	102.9964	99.94839135605903
S088_BJ20190416142PTS_sort_dedup_realigned_recal	S088_BJ20190416142PTS_sort_dedup_realigned_recal.bam	160781738.0	160669946.0	12035955799.0	12034716186.0	13544.5869	163.0	57.215	0.0074	199.083	99.9304697154101
S088_SZ20191229039PTS_sort_dedup_realigned_recal	S088_SZ20191229039PTS_sort_dedup_realigned_recal.bam	107236916.0	107174186.0	7169243420.0	7168465964.0	50748.0264	152.0	57.2065	0.004	118.5842	99.9415033531923
S089_BJ20190416143PES_sort_dedup_realigned_recal	S089_BJ20190416143PES_sort_dedup_realigned_recal.bam	161158080.0	161039628.0	12225564530.0	12224236318.0	11919.7017	161.0	57.2056	0.0076	202.2193	99.92649949664329
S089_SZ20191229046PES_sort_dedup_realigned_recal	S089_SZ20191229046PES_sort_dedup_realigned_recal.bam	292558970.0	292407021.0	17928158407.0	17926162005.0	30621.9135	147.0	57.1526	0.0044	296.5441	99.9480620949684
S090_BJ20190416144PTS_sort_dedup_realigned_recal	S090_BJ20190416144PTS_sort_dedup_realigned_recal.bam	176479586.0	176354369.0	12923181054.0	12921845617.0	11237.2256	165.0	57.2304	0.0079	213.7584	99.92904731768807
S090_SZ20191229044PES_sort_dedup_realigned_recal	S090_SZ20191229044PES_sort_dedup_realigned_recal.bam	186070366.0	185833890.0	10006631853.0	10005012270.0	195301.7318	145.0	57.0094	0.0045	165.5166	99.87291044507323
S090_SZ20191229061PTS_sort_dedup_realigned_recal	S090_SZ20191229061PTS_sort_dedup_realigned_recal.bam	102462808.0	102336226.0	7524261608.0	7523272495.0	8979.258	143.0	57.2401	0.0041	124.4565	99.87646053971116
S091_BJ20190416145PES_sort_dedup_realigned_recal	S091_BJ20190416145PES_sort_dedup_realigned_recal.bam	153903112.0	153807122.0	11656367417.0	11655117680.0	11597.483	168.0	57.233	0.0079	192.8044	99.93762959127169
S091_SZ20191229035PES_sort_dedup_realigned_recal	S091_SZ20191229035PES_sort_dedup_realigned_recal.bam	289248890.0	288886153.0	15059967976.0	15058075667.0	85030.3963	126.0	56.963	0.0044	249.1023	99.87459346862143
S091_SZ20191229063PTS_sort_dedup_realigned_recal	S091_SZ20191229063PTS_sort_dedup_realigned_recal.bam	83909930.0	83774986.0	5439229081.0	5438455007.0	10532.5279	125.0	57.1719	0.0046	89.9686	99.83917993972823
S092_BJ20190416146PTS_sort_dedup_realigned_recal	S092_BJ20190416146PTS_sort_dedup_realigned_recal.bam	169441056.0	169324409.0	12481733511.0	12480497264.0	13201.9252	173.0	57.2518	0.0081	206.4565	99.93115777087696
S092_SZ20191229036PES_sort_dedup_realigned_recal	S092_SZ20191229036PES_sort_dedup_realigned_recal.bam	238181692.0	237844842.0	12816978114.0	12815472006.0	72025.3336	130.0	57.0288	0.0041	212.0017	99.85857435255771
S092_SZ20191229077PES_sort_dedup_realigned_recal	S092_SZ20191229077PES_sort_dedup_realigned_recal.bam	113674450.0	113537484.0	8200485997.0	8199473854.0	4199.686	138.0	57.2194	0.004	135.6417	99.87951030332674
S093_SZ20191229037PES_sort_dedup_realigned_recal	S093_SZ20191229037PES_sort_dedup_realigned_recal.bam	236850962.0	236514355.0	12765249580.0	12763724975.0	64578.8147	129.0	57.0124	0.0043	211.1461	99.85788235894942
S094_SZ20191229047PES_sort_dedup_realigned_recal	S094_SZ20191229047PES_sort_dedup_realigned_recal.bam	297683242.0	297518851.0	18398761913.0	18396683644.0	48449.4646	152.0	57.1475	0.0044	304.3283	99.9447765353214
S095_SZ20191229050PES_sort_dedup_realigned_recal	S095_SZ20191229050PES_sort_dedup_realigned_recal.bam	256295406.0	256128073.0	16185063203.0	16183284950.0	58969.5536	158.0	57.1666	0.0041	267.7121	99.934710885922
S098_BJ20190416150PTS_sort_dedup_realigned_recal	S098_BJ20190416150PTS_sort_dedup_realigned_recal.bam	169356496.0	169274052.0	11372667014.0	11371328069.0	9914.9828	139.0	57.159	0.0051	188.1118	99.95131925733749
